date,ecole,type ecole,latitude,longitude,prevision,reel,effectif,taux_grevistes,nos,ind,greves_manquantes,menu,ferie,veille_ferie,retour_ferie,vacances,retour_vacances,veille_vacances,inc_grippe,inc_gastro,inc_varicelle,inc_covid,fete_musulmane,ramadan,fete_chretienne,fete_juive,jour,semaine,mois,annee_scolaire,repas_noel,gaspillage_volume,gaspillage_pourcentage,porc,viande,poisson,4_premiers_jours,4_derniers_jours,Entrée,Plat,Accompagnement,Fromage,Dessert,Entrée Food Type,Plat Food Type,Accompagnement Food Type,Fromage Food Type,Dessert Food Type,Entrée_Bio,Plat_Bio,Accompagnement_Bio,Fromage_Bio,Dessert_Bio,affluence_reelle,affluence_reelle_predite,gaspillage_predit,gaspillage_predit_pourcentage
26/01/2024,AIME CESAIRE,Elementaires,48.651733,2.378185,67.0,58.0,177,-1.0,-1.0,-1.0,-1.0,"['Estoufilade de bœuf aux olives','Brocolis',' St Nectaire AOP','Poire Comic/Brioche/Lait/Fruit']",0.0,0.0,0.0,0.0,0.0,0.0,320.0,106.0,14.0,469.0,0.0,0.0,0.0,0.0,vendredi,4,Janvier,2023-2024,0.0,-1.0,0,0.0,1.0,0.0,0.0,0.0,-1,['Estoufilade de bœuf],"['olives','Brocolis']",[' St Nectaire AOP'],"['Poire Comic',' Brioche ',' Lait','Fruit']",-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,58.0,61.1,3.1000000000000014,5.073649754500821
29/01/2024,AIME CESAIRE,Elementaires,48.651733,2.378185,58.0,57.0,177,-1.0,-1.0,-1.0,-1.0,"['Feta et Iceberg ciselé','Filet de Hoki meunière/Purée de légumes','Camenbert','Flan chocolat bio','Barre de céréales/yahourt/Fruit'] ",0.0,0.0,0.0,0.0,0.0,0.0,324.0,100.0,13.0,452.0,0.0,0.0,0.0,0.0,lundi,5,Janvier,2023-2024,0.0,-1.0,0,0.0,0.0,1.0,0.0,0.0,['Feta et Iceberg ciselé'],['Filet de Hoki meunière'],[Purée de légumes'],[' Camenbert'],['Flan chocolat bio'],"['Barre de céréales',''yahourt','Fruit']",-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,57.0,60.8525,3.852499999999999,6.330882050860687
30/01/2024,AIME CESAIRE,Elementaires,48.651733,2.378185,58.0,60.0,177,-1.0,-1.0,-1.0,-1.0,"['Chou blanc au séséme','Légumes cuisinés à  la chioise','Riz Parfumé','Fromage blanc','Arlequin de fruits/Pain/Beurre/Jus']",0.0,0.0,0.0,0.0,0.0,0.0,324.0,100.0,13.0,452.0,0.0,0.0,0.0,0.0,mardi,5,Janvier,2023-2024,0.0,-1.0,0,0.0,0.0,0.0,0.0,0.0,['Chou blanc au séséme'],['Légumes cuisinés à la chioise'],['Riz Parfumé'],['Fromage blanc'],"['Arlequin de fruits','Pain','Beurre','Jus']",-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,60.0,56.3825,-3.6174999999999997,-6.415997871680042
02/02/2024,AIME CESAIRE,Elementaires,48.651733,2.378185,58.0,64.0,177,-1.0,-1.0,-1.0,-1.0,"['escalope de volaile à l'éstragon','Pomme rissolées','cantal','kiwi/pain au chocolat/lait bio']",0.0,0.0,0.0,0.0,0.0,0.0,324.0,100.0,13.0,452.0,0.0,0.0,1.0,0.0,vendredi,5,Février,2023-2024,0.0,-1.0,0,0.0,1.0,0.0,0.0,0.0,-1,['escalope de volaile à l'éstragon],['Pomme rissolées'],['cantal'],['kiwi'],"['pain au chocolat','lait bio]",-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.0,58.7925,-5.207500000000003,-8.857422290258118
05/02/2024,AIME CESAIRE,Elementaires,48.651733,2.378185,64.0,46.0,177,-1.0,-1.0,-1.0,-1.0,"['Avocat iceberg ciselée/Salade Waldorf','Filet hoki meunière citron','purée de légumes','Camembert/Brie','crème chocolat/crème vanille/pain d'épice/yahourt/fruit']",0.0,0.0,0.0,0.0,0.0,0.0,285.0,92.0,18.0,396.0,0.0,0.0,0.0,0.0,lundi,6,Février,2023-2024,0.0,-1.0,0,0.0,0.0,1.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,46.0,54.625,8.625,15.789473684210526
06/02/2024,AIME CESAIRE,Elementaires,48.651733,2.378185,64.0,51.0,177,-1.0,-1.0,-1.0,-1.0,"['Filet de poulet sauce estragon - pommes rissolées','Cantal','St Paulin/Orange/Poire/pain au chocolat/lait']",0.0,0.0,0.0,0.0,0.0,0.0,285.0,92.0,18.0,396.0,0.0,0.0,0.0,0.0,mardi,6,Février,2023-2024,0.0,-1.0,0,0.0,1.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,51.0,62.1525,11.152500000000003,17.943767346446247
08/02/2024,AIME CESAIRE,Elementaires,48.651733,2.378185,64.0,51.0,177,-1.0,-1.0,-1.0,-1.0,"['Laitue/Coleslaw','Blanquette de veau/dos de lieu à la crème','Blé','Samos/Pavé demi-sel','Crèpe sucrée/biscuit/yaourt/fruit']",0.0,0.0,0.0,0.0,0.0,0.0,285.0,92.0,18.0,396.0,0.0,0.0,0.0,0.0,jeudi,6,Février,2023-2024,0.0,-1.0,0,0.0,1.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,51.0,57.3525,6.352499999999999,11.076239047992676
09/02/2024,AIME CESAIRE,Elementaires,48.651733,2.378185,64.0,51.0,177,-1.0,-1.0,-1.0,-1.0,"['Chou blanc au sésame','Boulettes végétales sauce soja','Riz et légumes à la chinoise','Fromage blanc/Petit suisse','Banane/Kiwi/pain/beurre/fruit']",0.0,0.0,0.0,0.0,0.0,1.0,285.0,92.0,18.0,396.0,0.0,0.0,0.0,0.0,vendredi,6,Février,2023-2024,0.0,-1.0,0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,51.0,54.6875,3.6875,6.742857142857144
26/02/2024,AIME CESAIRE,Elementaires,48.651733,2.378185,51.0,59.0,177,-1.0,-1.0,-1.0,-1.0,"['Steak haché sauce tomate - Coquillettes','yaourt nature','Fromage blanc','Pomme Gal-Orange-pain-pâte à tartiner-lait']",0.0,0.0,0.0,0.0,1.0,0.0,108.0,67.0,21.0,178.0,0.0,0.0,1.0,0.0,lundi,9,Fevrier,2023-2024,0.0,-1.0,0,0.0,1.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,59.0,56.2375,-2.762500000000003,-4.91220271171372
27/02/2024,AIME CESAIRE,Elementaires,48.651733,2.378185,51.0,58.0,177,-1.0,-1.0,-1.0,-1.0,"['Salade Marine','Carottes râpées','Curry de choux fleurs - Poêlée de Céréales aux petits légumes','St Nectaire-Camembert','Purée de pêche-Purée d'Abricot/céréales/fruit']",0.0,0.0,0.0,0.0,0.0,0.0,108.0,67.0,21.0,178.0,0.0,0.0,1.0,0.0,mardi,9,Fevrier,2023-2024,0.0,-1.0,0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,58.0,54.9125,-3.0874999999999986,-5.622581379467332
29/02/2024,AIME CESAIRE,Elementaires,48.651733,2.378185,51.0,60.0,177,-1.0,-1.0,-1.0,-1.0,"['Hachar de légumes','Rougail saucisses - Riz','Rougail végétarien - Riz','Mimolette','Edam','Flan coco/pain/fromage/fruit']",0.0,0.0,0.0,0.0,0.0,0.0,108.0,67.0,21.0,178.0,0.0,0.0,1.0,0.0,jeudi,9,Fevrier,2023-2024,0.0,-1.0,0,1.0,1.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,60.0,54.7,-5.299999999999997,-9.689213893967088
01/03/2024,AIME CESAIRE,Elementaires,48.651733,2.378185,51.0,67.0,177,-1.0,-1.0,-1.0,-1.0,"['Filet de Hoki Sauce au beurre blanc',' Purée de légumes','Fromage blanc','Yaourt brassé nature','Orange/Poire/Comice/Gauffre/Compote','Yaourt  à boire']",0.0,0.0,0.0,0.0,0.0,0.0,108.0,67.0,21.0,178.0,0.0,0.0,1.0,0.0,vendredi,9,Mars,2023-2024,0.0,-1.0,0,0.0,0.0,1.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,67.0,17.3075,-49.692499999999995,-287.115412393471
